store_number,store_name,dba,address,address_line_2,city,state,zip_code,country,phone_number,store_type,website_address,latitude,longitude,country_code,county,geo_accuracy
294789d5-458a-e111-8dde-005056934050,Goodwill Store & Donation Center,Goodwill Industries,118 - 52nd Street,,Pittsburgh,PA,15201,United States,(412) 481-9005,Career Services,Http://www.goodwillswpa.org,40.4807616,-79.95620666,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
196eada5-458a-e111-8dde-005056934050,Goodwill Store & Donation Center,Goodwill Industries,2700 E Carson St,,Pittsburgh,PA,15203,United States,(412) 481-5390,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.4266943,-79.9669182,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
4166aaab-458a-e111-8dde-005056934050,Foxrun Store & Donation Center,Goodwill Industries,Robinson Store3 Urbano Way,,Robinson Twp.,PA,15205,United States,(412) 490-3015,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.45736647,-80.1652621,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
2f19f063-458a-e111-8dde-005056934050,Claymont Store & Donation Center,Goodwill Industries,5993 Centre Avenue,,Pittsburgh,PA,15206,United States,(412) 924-0070,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.45999252,-79.92563146,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
Ee13c38d-458a-e111-8dde-005056934050,Hockessin Adc,Goodwill Industries,1601 Brighton Road,,Pittsburgh,PA,15212,United States,(412) 323-1163,Career Services,Http://www.goodwillswpa.org,40.458062,-80.01634,US,Allegheny,PREMISE: ROOFTOP
0549bb93-458a-e111-8dde-005056934050,Middletown Store & Donation Center,Goodwill Industries,2866 Banksville Road,,Pittsburgh,PA,15216,United States,(412) 942-0090,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.40430794,-80.04027141,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
8cdfb599-458a-e111-8dde-005056934050,Newark Store & Donation Center,Goodwill Industries,2571 Wenzell Avenue,,Pittsburgh,PA,15216,United States,(412) 785-3343,Donation Center,Http://www.goodwillswpa.org,40.398875,-80.026803,US,Allegheny,PREMISE: ROOFTOP
37e6cd81-458a-e111-8dde-005056934050,Goodwill Recycling Center,Goodwill Industries,11660 Keleket Drive,,Pittsburgh,PA,15235,United States,(412) 871-5417,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.462095,-79.825319,US,Allegheny,PREMISE: ROOFTOP
100c0740-458a-e111-8dde-005056934050,"Goodwill Of Delaware & Delaware County, Inc.",Goodwill Industries,"North Hills Store7221 Mcknight Road, Suite 1",,Pittsburgh,PA,15237,United States,(412) 635-9612,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.5370196,-80.01288231,US,Allegheny,AGGDATA_VERIFIED: ROOFTOP
D04ee869-458a-e111-8dde-005056934050,Kirkwood Store & Donation Center,Goodwill Industries,89 Jefferson Avenue,,Washington,PA,15301,United States,(724) 223-0917,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.16937569,-80.25138594,US,Washington,AGGDATA_VERIFIED: ROOFTOP
8bdfb599-458a-e111-8dde-005056934050,Gateway Store & Donation Center,Goodwill Industries,3492 Washington Road,,Mcmurray,PA,15317,United States,(724) 941-5437,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.28535149,-80.12030169,US,Washington,AGGDATA_VERIFIED: ROOFTOP
9219f063-458a-e111-8dde-005056934050,Rodney Store & Donation Center,Goodwill Industries,1003 Mall Run Rd,,Uniontown,PA,15401,United States,(724) 430-0448,"Donation Center,retail Store",Http://www.goodwillswpa.org,39.9098255,-79.7509843,US,Fayette,AGGDATA_VERIFIED: ROOFTOP
81f4a1b7-458a-e111-8dde-005056934050,Bridgeville Store & Donation Center,Goodwill Industries,40-46 Connellsville Street,,Uniontown,PA,15401,United States,(724) 437-9878,Career Services,Http://www.goodwillswpa.org,39.898917,-79.715543,US,Fayette,AGGDATA_VERIFIED: ROOFTOP
Eb82f55d-458a-e111-8dde-005056934050,Milford Store & Donation Center,Goodwill Industries,915 N. Center Ave.,,Somerset,PA,15501,United States,(814) 444-8319,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.0165705,-79.0781337,US,Somerset,AGGDATA_VERIFIED: ROOFTOP
6f0c0740-458a-e111-8dde-005056934050,Millsboro Store & Donation Center,Goodwill Industries,9481 Lincoln Highway,,Bedford,PA,15522,United States,(814) 623-9990,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.01790463,-78.4661906,US,Bedford,AGGDATA_VERIFIED: ROOFTOP
0639fc4b-458a-e111-8dde-005056934050,Smyrna Store & Donation Center,Goodwill Industries,149 Donohoe Rd,,Greensburg,PA,15601,United States,(724) 834-2156,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.30703941,-79.50610757,US,Westmoreland,AGGDATA_VERIFIED: ROOFTOP
Abeb6cff-458a-e111-8dde-005056934050,Goodwill Of Greater Washington,Goodwill Industries,6740 Hollywood Blvd.,,Delmont,PA,15626,United States,(724) 510-3936,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.400065,-79.590956,US,Westmoreland,PREMISE: ROOFTOP
5593a782-2007-eb11-80eb-00505689ac90,Dc Career Center,Goodwill Industries,8755 Norwin Ave,,North Huntingdon,PA,15642,United States,(724) 864-2980,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.3202958,-79.6950591,US,Westmoreland,AGGDATA_VERIFIED: ROOFTOP
85e9c5e3-2007-eb11-80eb-00505689ac90,Goodwill Excel Center,Goodwill Industries,1025 Latarobe 30 Plazasuite 119,,Latrobe,PA,15650,United States,(724) 539-8024,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.28643044,-79.38648474,US,Westmoreland,AGGDATA_VERIFIED: ROOFTOP
0166aaab-458a-e111-8dde-005056934050,"2200 South Dakota Avenue, Ne Store & Donation Center",Goodwill Industries,288 Cross Roads Plaza,,Mount Pleasant,PA,15666,United States,(724) 547-2649,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.1228364,-79.5540666,US,Westmoreland,STREET_ADDRESS: ROOFTOP
190c0740-458a-e111-8dde-005056934050,8014 Sudley Rd Store & Donation Center,Goodwill Industries,1470 Oakland Avenue,,Indiana,PA,15701,United States,(724) 463-6212,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.61574533,-79.16979488,US,Indiana,AGGDATA_VERIFIED: ROOFTOP
451c5af7-2107-eb11-80eb-00505689ac90,Liberia Avenue Store & Donation Center,Goodwill Industries,211 Resort Plaza Drive Suite 2,,Blairsville,PA,15717,United States,(724) 459-9066,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.4436312,-79.2272296,US,Indiana,AGGDATA_VERIFIED: ROOFTOP
84d29f07-3d17-e811-b706-005056890337,"Centreville, Va Store & Donation Center",Goodwill Industries,551 Mahoning Street,,Punxsutawney,PA,15767,United States,(814) 938-2311,"Donation Center,retail Store",Http://www.goodwillinc.org,40.94125815,-78.98146793,US,Jefferson,AGGDATA_VERIFIED: ROOFTOP
585ea7b1-458a-e111-8dde-005056934050,22405 Enterprise St Store & Donation Center,Goodwill Industries,235 Hampton Avenue,,Punxsutawney,PA,15767,United States,,Donation Center,Http://www.goodwillinc.org,40.9465772,-78.9680268,US,Jefferson,PREMISE: ROOFTOP
43deca87-458a-e111-8dde-005056934050,2421-a Centreville Road Store & Donation Center,Goodwill Industries,100 N. Main Street,,Dubois,PA,15801,United States,(814) 371-4038,"Donation Center,retail Store",Http://www.goodwillinc.org,41.12378472,-78.76650883,US,Clearfield,AGGDATA_VERIFIED: ROOFTOP
3150d37b-458a-e111-8dde-005056934050,2495 Crain Highway Store & Donation Center,Goodwill Industries,620 Liberty Blvd,,Dubois,PA,15801,United States,(814) 371-6035,"Donation Center,retail Store",Http://www.goodwillinc.org,41.12507889,-78.75563544,US,Clearfield,AGGDATA_VERIFIED: ROOFTOP
08d1c75b-c454-e611-90db-005056890337,"Bowie, Md Retail Store & Donation Center",Goodwill Industries,421 S. Brady Street,,Dubois,PA,15801,United States,(814) 299-7273,Donation Center,Http://www.goodwillinc.org,41.113936,-78.76746,US,Clearfield,PREMISE: ROOFTOP
9c621b7e-c654-e611-90db-005056890337,"Clinton, Md Retail Store & Donation Center",Goodwill Industries,709 E. Dubois Avenue,,Dubois,PA,15801,United States,(814) 503-8411,Donation Center,Http://www.goodwillinc.org,41.125222,-78.741209,US,Clearfield,PREMISE: ROOFTOP
6e66aaab-458a-e111-8dde-005056934050,Goodwill Columbia East Store,Goodwill Industries,7777 Us-219,,Brockway,PA,15824,United States,(814) 265-8919,"Donation Center,retail Store",Http://www.goodwillinc.org,41.2176729,-78.7752225,US,Jefferson,STREET_ADDRESS: ROOFTOP
924ea1bd-458a-e111-8dde-005056934050,4816 Boiling Brook Pky Store & Donation Center,Goodwill Industries,1200 Wood Street,,Brockway,PA,15824,United States,,Donation Center,Http://www.goodwillinc.org,41.2505491,-78.7897846,US,Jefferson,PREMISE: ROOFTOP
910a9391-e159-ec11-80f8-00505689ac90,725 Rockville Pike Retail Store & Donation Center,Goodwill Industries,255 Main Street,,Brookville,PA,15825,United States,(814) 849-2847,"Donation Center,retail Store",Http://www.goodwillinc.org,41.160274,-79.081002,US,Jefferson,AGGDATA_VERIFIED: ROOFTOP
4dba0a34-458a-e111-8dde-005056934050,"Goodwill Industries International, Inc.",Goodwill Industries,126 Allegheny Blvd,,Brookville,PA,15825,United States,(814) 715-7671,Donation Center,Http://www.goodwillinc.org,41.154976,-79.098521,US,Jefferson,STREET_ADDRESS: ROOFTOP
Bf0b0740-458a-e111-8dde-005056934050,619 S Frederick Ave Store & Donation Center,Goodwill Industries,5980 Route 322,,Reynoldsville,PA,15851,United States,(814) 653-9622,"Donation Center,retail Store",Http://www.goodwillinc.org,41.0868054,-78.8626359,US,Jefferson,STREET_ADDRESS: ROOFTOP
246d7be7-458a-e111-8dde-005056934050,Goodwill Aberdeen Store,Goodwill Industries,131 West Main Street,,Ridgway,PA,15853,United States,(814) 903-0410,Donation Center,Http://www.goodwillinc.org,41.420646,-78.738238,US,Elk,PREMISE: ROOFTOP
6ddeca87-458a-e111-8dde-005056934050,Goodwill Belair Store,Goodwill Industries,127 Washington Street,,Saint Marys,PA,15857,United States,,Donation Center,Http://www.goodwillinc.org,41.4287226,-78.5616339,US,Elk,STREET_ADDRESS: RANGE_INTERPOLATED
7019f063-458a-e111-8dde-005056934050,Goodwill Churchville Store,Goodwill Industries,31 Erie Ave,,Saint Marys,PA,15857,United States,(814) 834-3697,"Donation Center,retail Store",Http://www.goodwillinc.org,41.42876657,-78.56000371,US,Elk,AGGDATA_VERIFIED: ROOFTOP
8371f86e-5380-e411-b4ab-0050568924e6,Goodwill Hunt Valley Adc,Goodwill Industries,1326 Eisenhower Blvd.,,Johnstown,PA,15904,United States,(814) 266-6143,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.27044685,-78.85133168,US,Cambria,AGGDATA_VERIFIED: ROOFTOP
52ff74b9-7f31-e511-97d0-005056890337,Goodwill Edgewater Store,Goodwill Industries,1715 Lyter Drive,,Johnstown,PA,15905,United States,(814) 255-4310,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.32225186,-78.95608919,US,Cambria,AGGDATA_VERIFIED: ROOFTOP
C05fdf1d-5680-e411-b4ab-0050568924e6,Goodwill Ellicott City,Goodwill Industries,300 Jamesway Roadwalmart Plaza,,Ebensburg,PA,15931,United States,(814) 471-0426,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.47587987,-78.74843147,US,Cambria,AGGDATA_VERIFIED: ROOFTOP
E0a20146-458a-e111-8dde-005056934050,Goodwill Snowden River Parkway Store,Goodwill Industries,99 Spruce Street,,Windber,PA,15963,United States,(814) 536-3536,,Http://www.gogoodwill.org/,40.21235325,-78.80872676,US,Somerset,AGGDATA_VERIFIED: ROOFTOP
Adbf680b-792a-e311-8dde-0050568924e6,Goodwill Glen Burnie Store,Goodwill Industries,370 New Castle Rd,,Butler,PA,16001,United States,(724) 284-1037,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.87941188,-79.95282909,US,Butler,AGGDATA_VERIFIED: ROOFTOP
3aeb6cff-458a-e111-8dde-005056934050,Goodwill Padonia Store,Goodwill Industries,1234 Freedom Rd,,Cranberry Twp.,PA,16066,United States,(724) 591-5124,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.68179096,-80.11617407,US,Butler,AGGDATA_VERIFIED: ROOFTOP
02be77f3-458a-e111-8dde-005056934050,Goodwill Millersville Store,Goodwill Industries,20668 Perry Highway,,Cranberry,PA,16066,United States,(724) 776-0958,"Donation Center,retail Store",Http://www.goodwillswpa.org,40.70910848,-80.10296725,US,Butler,AGGDATA_VERIFIED: ROOFTOP
C17306ab-9bcb-e711-b220-005056890337,Goodwill Odenton Store,Goodwill Industries,2611 Ellwood Rd,,New Castle,PA,16101,United States,(724) 652-4877,"Donation Center,retail Store",Http://www.goodwillyoungstown.org/,40.96824889,-80.30843754,US,Lawrence,AGGDATA_VERIFIED: ROOFTOP
E399eb62-5380-e411-b4ab-0050568924e6,Goodwill Crofton Store,Goodwill Industries,25 Williamson Road,,Greenville,PA,16125,United States,,"Donation Center,retail Store",Http://www.goodwillyoungstown.org/,41.4108651,-80.3571648,US,Mercer,PREMISE: GEOMETRIC_CENTER
E0b574f9-458a-e111-8dde-005056934050,Goodwill Owings Mills Store,Goodwill Industries,2986 E State St,,Hermitage,PA,16148,United States,(724) 346-4456,"Donation Center,retail Store",Http://www.goodwillyoungstown.org/,41.23130069,-80.45507436,US,Mercer,AGGDATA_VERIFIED: ROOFTOP
Df0b0740-458a-e111-8dde-005056934050,Goodwill Jumpers Junction Store,Goodwill Industries,"104 Clarion Plaza, Suite 200,",,Pa-68 Clarion,PA,16214,United States,(814) 226-6439,"Donation Center,retail Store",Http://www.goodwillinc.org,41.191426,-79.395026,US,Clarion,PREMISE: ROOFTOP
Bad47d8c-5380-e411-b4ab-0050568924e6,Goodwill Manor Store,Goodwill Industries,1368 E. Main Street,,Clarion,PA,16214,United States,(814) 297-8430,Donation Center,Http://www.goodwillinc.org,41.207446,-79.365823,US,Clarion,PREMISE: ROOFTOP
E465aaab-458a-e111-8dde-005056934050,200 Baltimore Blvd Store,Goodwill Industries,604 Broad Street,,New Bethlehem,PA,16242,United States,(814) 275-4070,"Donation Center,retail Store",Http://www.goodwillinc.org,41.00172193,-79.32661995,US,Clarion,AGGDATA_VERIFIED: ROOFTOP
Ffe49bc3-458a-e111-8dde-005056934050,"Goodwill Industries Of The Chesapeake, Inc.",Goodwill Industries,400 E 2nd Street,,Oil City,PA,16301,United States,(814) 670-0729,"Donation Center,retail Store",Http://www.goodwillinc.org,41.42752,-79.705639,US,Venango,PREMISE: ROOFTOP
0197820d-5480-e411-b4ab-0050568924e6,Goodwill York Road Store,Goodwill Industries,"17 Kimberly Lane, Suite 3a",,Cranberry,PA,16319,United States,(814) 678-8645,"Donation Center,retail Store",Http://www.goodwillinc.org,41.35083323,-79.71751418,US,Venango,AGGDATA_VERIFIED: ROOFTOP
Cf83e06f-458a-e111-8dde-005056934050,Goodwill Pikesville Store,Goodwill Industries,767 Allegheny Blvd,,Franklin,PA,16323,United States,(814) 432-8711,"Donation Center,retail Store",Http://www.goodwillinc.org,41.40682417,-79.80020469,US,Venango,AGGDATA_VERIFIED: ROOFTOP
F24dfd57-458a-e111-8dde-005056934050,Goodwill Waverly Store,Goodwill Industries,3052 State Route 257,,Seneca,PA,16346,United States,(814) 676-0787,Donation Center,Http://www.goodwillinc.org,41.373135,-79.70345,US,Venango,PREMISE: ROOFTOP
385ea7b1-458a-e111-8dde-005056934050,Goodwill Eastpoint Store,Goodwill Industries,115 Diamond Street,,Titusville,PA,16354,United States,(814) 775-0037,"Donation Center,retail Store",Http://www.ashtabulagoodwill.org/,41.625995,-79.672307,US,Crawford,PREMISE: ROOFTOP
03bb7594-5380-e411-b4ab-0050568924e6,Goodwill Catonsville Store,Goodwill Industries,4210 Market Street,,Warren,PA,16365,United States,(814) 726-1328,"Donation Center,retail Store",Http://www.goodwillinc.org,41.899684,-79.148717,US,Warren,PREMISE: ROOFTOP
Bf4dfd57-458a-e111-8dde-005056934050,Goodwill Fellspoint Store,Goodwill Industries,1200 Pennsylvania Ave,,Warren,PA,16365,United States,(814) 230-9094,Donation Center,Http://www.goodwillinc.org,41.836828,-79.130478,US,Warren,PREMISE: ROOFTOP
9df4a1b7-458a-e111-8dde-005056934050,Goodwill Towson Store,Goodwill Industries,7200 Peach Streetunit #500,,Erie,PA,16509,United States,(814) 866-4762,"Donation Center,retail Store",Http://www.ashtabulagoodwill.org/,42.05241238,-80.09341423,US,Erie,AGGDATA_VERIFIED: ROOFTOP
4fbe77f3-458a-e111-8dde-005056934050,Goodwill Perryhall Store,Goodwill Industries,4270 East Lake Road,,Erie,PA,16511,United States,,"Donation Center,retail Store",Http://www.ashtabulagoodwill.org/,42.159518,-80.015084,US,Erie,PREMISE: ROOFTOP
39fc29cc-5380-e411-b4ab-0050568924e6,Goodwill Kenwood Outlet,Goodwill Industries,207 Park Hills Plaza,,Altoona,PA,16602,United States,(814) 946-0902,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.46942269,-78.40495292,US,Blair,AGGDATA_VERIFIED: ROOFTOP
F7b08ecf-458a-e111-8dde-005056934050,Goodwill Annapolis Store,Goodwill Industries,6725 Towne Center Blvd,,Huntingdon,PA,16652,United States,(814) 641-0250,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.49241719,-78.04201299,US,Mifflin,AGGDATA_VERIFIED: ROOFTOP
2731f951-458a-e111-8dde-005056934050,Lavale Store,Goodwill Industries,1303 Pennsylvania Avenue,,Tyrone,PA,16686,United States,(814) 682-7655,"Donation Center,retail Store",Http://www.gogoodwill.org/,40.674412,-78.237183,US,Blair,PREMISE: ROOFTOP
D4ba0a34-458a-e111-8dde-005056934050,Cumberland - Branch,Goodwill Industries,10 Foster Brook Blvd,,Bradford,PA,16701,United States,(814) 362-0316,"Donation Center,retail Store",Http://www.goodwillinc.org,41.979376,-78.615692,US,Mckean,PREMISE: ROOFTOP
1cb9686a-5693-ec11-80fb-00505689ac90,Frostburg Store,Goodwill Industries,86 N. Fraley Street,,Kane,PA,16735,United States,(814) 837-8620,"Donation Center,retail Store",Http://www.goodwillinc.org,41.66094227,-78.8107626,US,Mckean,AGGDATA_VERIFIED: ROOFTOP
5bba0a34-458a-e111-8dde-005056934050,Oakland Store,Goodwill Industries,215 South Stevens Street,,Shinglehouse,PA,16748,United States,(814) 904-0053,"Donation Center,retail Store",Http://www.goodwillinc.org,41.962648,-78.186143,US,Potter,PREMISE: ROOFTOP
96e6cd81-458a-e111-8dde-005056934050,Goodwill Easton Store,Goodwill Industries,387 Benner Pike,,State College,PA,16801,United States,(814) 237-8006,"Donation Center,retail Store",Http://www.goodwillinc.org,40.833008,-77.804876,US,Centre,AGGDATA_VERIFIED: ROOFTOP
5a9250f0-0058-ea11-80e4-00505689ac90,Goodwill Cambridge Store,Goodwill Industries,101 Hawbaker Industrial Drive,,State College,PA,16803,United States,(582) 220-2086,Donation Center,Http://www.goodwillinc.org,40.810801,-77.914658,US,Centre,PREMISE: ROOFTOP
48b09a83-2b5e-ea11-80e4-00505689ac90,Goodwill Denton Store,Goodwill Industries,1800 Daisy St,,Clearfield,PA,16830,United States,(814) 765-4564,"Donation Center,retail Store",Http://www.goodwillinc.org,41.02335607,-78.41244869,US,Clearfield,AGGDATA_VERIFIED: ROOFTOP
013fdd6f-cc48-ed11-8102-00505689ac90,1750 Monocacy Blvd Store,Goodwill Industries,1061 Front St,,Philipsburg,PA,16866,United States,(814) 342-4962,"Donation Center,retail Store",Http://www.goodwillinc.org,40.9028179,-78.2336349,US,Centre,AGGDATA_VERIFIED: ROOFTOP
A70b0740-458a-e111-8dde-005056934050,Goodwill Industries Of Monocacy Valley Inc.,Goodwill Industries,11473 Us-6,,Wellsboro,PA,16901,United States,(570) 724-1821,"Donation Center,retail Store",Http://www.goodwillinc.org,41.74628495,-77.27976201,US,Tioga,AGGDATA_VERIFIED: ROOFTOP
0ca5b363-cb48-ed11-8102-00505689ac90,1003 West Patrick Street,Goodwill Industries,149 Route 6 West,,Coudersport,PA,16915,United States,(814) 274-7174,"Donation Center,retail Store",Http://www.goodwillinc.org,41.768066,-78.027649,US,Potter,PREMISE: ROOFTOP
Ca4fd881-75c9-ed11-810a-00505689ac90,Boonsboro Adc,Goodwill Industries,100 Forest View Drive,,Elkland,PA,16920,United States,(814) 258-5001,"Donation Center,retail Store",Http://www.goodwillinc.org,41.9860668,-77.31498302,US,Tioga,AGGDATA_VERIFIED: ROOFTOP
1cffcba8-e0e3-e611-bbdb-005056890337,South End Store,Goodwill Industries,401 South Main St,,Mansfield,PA,16933,United States,(570) 662-8132,"Donation Center,retail Store",Http://www.goodwillinc.org,41.7954798,-77.07446828,US,Tioga,AGGDATA_VERIFIED: ROOFTOP
2f4b74b1-75c9-ed11-810a-00505689ac90,College Road Adc,Goodwill Industries,Greater Lewistown Shp Center224 N Logan Blvd,,Burnham,PA,17009,United States,(717) 248-3174,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.630956,-77.5708393,US,Mifflin,PREMISE: ROOFTOP
3d88a3b9-b0a3-e411-b4ab-0050568924e6,Hagerstown Goodwill Industries,Goodwill Industries,3825 Hartzdale Dr,,Camp Hill,PA,17011,United States,(717) 686-4620,"Donation Center,outlet Store",Http://www.yourgoodwill.org,40.21487775,-76.93896778,US,Cumberland,AGGDATA_VERIFIED: ROOFTOP
9dba0a34-458a-e111-8dde-005056934050,Horizon Goodwill Industries,Goodwill Industries,182 Engle Road,,Elizabethville,PA,17023,United States,(717) 896-8826,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.55915558,-76.79582328,US,Dauphin,AGGDATA_VERIFIED: ROOFTOP
B190e5c7-74c9-ed11-810a-00505689ac90,North Pointe Hagerstown Store,Goodwill Industries,798 South 12th Street,,Lebanon,PA,17042,United States,(717) 272-7557,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.32811358,-76.42718579,US,Lebanon,AGGDATA_VERIFIED: ROOFTOP
De533af9-41c5-e511-bed2-005056890337,805 E Main Street,Goodwill Industries,1200 Market St,,Lemoyne,PA,17043,United States,(717) 737-6134,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.23923197,-76.90672637,US,Cumberland,AGGDATA_VERIFIED: ROOFTOP
48170005-5574-ef11-8117-00505689ac90,/ Reâ€¢find / By Goodwill & Adc,Goodwill Industries,4880 Carlisle Pike,,Mechanicsburg,PA,17055,United States,(717) 635-2881,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.23514125,-76.96857534,US,Cumberland,AGGDATA_VERIFIED: ROOFTOP
E55309f6-7146-ee11-8111-00505689ac90,6300 Georgetown Blvd,Goodwill Industries,901 East Main St,,Palmyra,PA,17078,United States,(717) 838-2137,"Donation Center,retail Store,staffing Services",Http://www.yourgoodwill.org,40.31529886,-76.5830559,US,Lebanon,AGGDATA_VERIFIED: ROOFTOP
7a19f063-458a-e111-8dde-005056934050,202 E Main St Store,Goodwill Industries,1150 Goodwill Drive,,Harrisburg,PA,17105,United States,(717) 232-1831,Staffing Services,Http://www.yourgoodwill.org,40.26963668,-76.87482476,US,Dauphin,AGGDATA_VERIFIED: ROOFTOP
C6e018bf-f932-e211-bd7d-005056934050,8425 Woodsboro Pike,Goodwill Industries,Paxton Square Shopping Center6033 Allentown Blvd.,,Harrisburg,PA,17112,United States,(717) 652-5030,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.3210729,-76.7870807,US,Dauphin,PREMISE: ROOFTOP
5482f55d-458a-e111-8dde-005056934050,Goodwill Salisbury Store,Goodwill Industries,1021 Wayne Ave,,Chambersburg,PA,17201,United States,(717) 267-0488,"Donation Center,retail Store",Http://www.yourgoodwill.org,39.91363696,-77.64913643,US,Franklin,AGGDATA_VERIFIED: ROOFTOP
864fd37b-458a-e111-8dde-005056934050,Goodwill Elkton Store,Goodwill Industries,524 N Antrim Way,,Greencastle,PA,17225,United States,(717) 597-0868,"Donation Center,retail Store",Http://www.horizongoodwill.org,39.7994158,-77.72653174,US,Franklin,AGGDATA_VERIFIED: ROOFTOP
7d39be63-8e76-e211-87d7-0050568924e6,Annandale Plaza Store & Donation Center,Goodwill Industries,11145 Buchanan Trail East,,Waynesboro,PA,17268,United States,,"Donation Center,retail Store",Http://www.horizongoodwill.org,39.740345,-77.532168,US,Franklin,PREMISE: ROOFTOP
65e6cd81-458a-e111-8dde-005056934050,9960 Main Street Store & Donation Center,Goodwill Industries,450 Eisenhower Drive,,Hanover,PA,17331,United States,(717) 637-0397,"Donation Center,retail Store",Http://www.yourgoodwill.org,39.826026,-76.977638,US,York,PREMISE: ROOFTOP
5db674f9-458a-e111-8dde-005056934050,2936 Annandale Rd Store & Donation Center,Goodwill Industries,Market Square535 S Main St,,Shrewsbury,PA,17361,United States,(717) 227-4775,"Donation Center,retail Store",Http://www.yourgoodwill.org,39.7593805,-76.6783724,US,York,PREMISE: GEOMETRIC_CENTER
2bb18ecf-458a-e111-8dde-005056934050,6136-a Arlington Blvd Store,Goodwill Industries,981 Loucks Rd,,York,PA,17404,United States,(717) 819-4125,"Donation Center,retail Store",Http://www.yourgoodwill.org,39.98009366,-76.75566233,US,York,AGGDATA_VERIFIED: ROOFTOP
09415b67-7940-e311-8dde-0050568924e6,2950 Dale Boulevard,Goodwill Industries,2600 N. Willow Street Pike,,Willow Street,PA,17584,United States,(717) 464-1858,"Donation Center,retail Store",Http://www.yourgoodwill.org,39.98220747,-76.2811024,US,Lancaster,AGGDATA_VERIFIED: ROOFTOP
F91994c9-458a-e111-8dde-005056934050,10 S. Glebe Rd Store And Career Center,Goodwill Industries,"Oregon Pike, Rt. 272",,Lancaster,PA,17601,United States,(717) 394-7079,Donation Center,Http://www.yourgoodwill.org,40.06617682,-76.30495618,US,Lancaster,AGGDATA_VERIFIED: ROOFTOP
4f39fc4b-458a-e111-8dde-005056934050,4714 Columbia Pike Store,Goodwill Industries,2353 Lincoln Highway East,,Lancaster,PA,17602,United States,(717) 509-4015,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.02659597,-76.20623431,US,Lancaster,AGGDATA_VERIFIED: ROOFTOP
5ad3b15e-1ecd-e511-bed2-005056890337,6220 Richmond Highway Store & Donation Center,Goodwill Industries,121 Rohrerstown Rd,,Lancaster,PA,17603,United States,(717) 396-6756,"Donation Center,retail Store",Http://www.yourgoodwill.org,40.04305934,-76.36202477,US,Lancaster,AGGDATA_VERIFIED: ROOFTOP
3e26bcc8-8fe6-ec11-80fe-00505689ac90,Hayfield Retail Store And Donation Center,Goodwill Industries,621 Hepburn Street,,Williamsport,PA,17701,United States,(570) 601-4184,"Donation Center,retail Store",Http://www.goodwillinc.org,41.244211,-77.007343,US,Lycoming,PREMISE: ROOFTOP
4b486f40-bdae-ed11-8107-00505689ac90,2010 Lafayette Blvd Store,Goodwill Industries,432 West Southern Avenue,,South Williamsport,PA,17702,United States,(570) 567-7391,Donation Center,Http://www.goodwillinc.org,41.231798,-77.000116,US,Lycoming,PREMISE: ROOFTOP
0739b59f-458a-e111-8dde-005056934050,2336 Plank Rd Store,Goodwill Industries,903 Allegheny Street,,Jersey Shore,PA,17740,United States,(570) 865-6294,Donation Center,Http://www.goodwillinc.org,41.2042237,-77.2656909,US,Lycoming,STREET_ADDRESS: RANGE_INTERPOLATED
25b18ecf-458a-e111-8dde-005056934050,39 Town And Country Drive Store,Goodwill Industries,120 E. Walnut Street,,Lock Haven,PA,17745,United States,(570) 748-5000,"Donation Center,retail Store",Http://www.goodwillinc.org,41.13198697,-77.44581015,US,Clinton,AGGDATA_VERIFIED: ROOFTOP
