order_id,customer_id,store_id,channel,order_ts,order_status,currency,payment_mode
ORD0015035,CUST012220,ST032,Store,2025-10-22 15:10:49,Completed,INR,UPI
ORD0015036,CUST012401,,Web,2026-10-27 22:26:05,Completed,INR,COD
ORD0015037,CUST013585,,Web,2025-08-29 14:53:55,Completed,INR,Card
ORD0015038,CUST023235,ST029,Store,2025-09-29 12:36:31,Completed,INR,UPI
ORD0015039,CUST001380,,App,2026-05-14 15:51:22,Completed,USD,UPI
ORD0015040,CUST014090,ST006,Store,2025-10-27 08:27:01,Completed,INR,UPI
ORD0015041,CUST009345,,App,2025-01-31 13:03:32,Completed,INR,UPI
ORD0015042,CUST006022,,Web,2026-10-31 19:32:56,Completed,INR,Card
ORD0015043,CUST001594,ST014,Store,2025-12-27 17:47:51,Completed,INR,UPI
ORD0015044,CUST022126,,Web,2025-09-04 07:21:34,Completed,INR,Card
ORD0015045,CUST005362,,Web,2026-05-09 20:56:49,Completed,INR,NetBanking
ORD0015046,CUST005211,ST022,Store,2025-03-19 17:04:43,Completed,INR,Card
ORD0015047,CUST006451,ST031,Store,2026-11-15 10:19:55,Completed,INR,Card
ORD0015048,CUST003208,,App,2025-02-20 14:38:32,Completed,INR,UPI
ORD0015049,CUST015342,ST019,Store,2025-09-13 17:05:57,Completed,INR,COD
ORD0015050,CUST017012,ST042,Store,2026-03-24 15:09:33,Completed,INR,Card
ORD0015051,CUST010361,,Web,2025-01-06 18:50:17,Completed,INR,UPI
ORD0015052,CUST007881,,Web,2025-11-10 08:56:05,Completed,INR,UPI
ORD0015053,CUST016925,ST013,Store,2026-06-17 16:15:25,Completed,INR,UPI
ORD0015054,CUST015143,,App,2025-10-04 08:04:27,Completed,INR,UPI
ORD0015055,CUST020389,ST025,Store,2026-05-31 07:37:55,Pending,INR,UPI
ORD0015056,CUST024063,,Web,2026-02-03 10:09:34,Completed,INR,UPI
ORD0015057,CUST017545,ST010,Store,2025-03-08 10:34:41,Completed,INR,UPI
ORD0015058,CUST022666,ST024,Store,2026-01-15 17:08:13,Completed,INR,COD
ORD0015059,CUST023964,,Web,2026-10-03 16:12:26,Pending,INR,Card
ORD0015060,CUST010674,ST004,Store,2025-05-25 19:00:28,Completed,INR,NetBanking
ORD0015061,CUST021820,,Web,2025-08-10 09:07:27,Completed,INR,NetBanking
ORD0015062,CUST011532,,Web,2025-09-13 13:48:12,Completed,INR,Card
ORD0015063,CUST012964,,Web,2026-01-07 10:23:29,Completed,INR,UPI
ORD0015064,CUST020501,ST002,Store,2025-01-28 11:46:52,Completed,INR,UPI
ORD0015065,CUST004074,ST036,Store,2025-05-30 14:55:42,Completed,INR,Wallet
ORD0015066,CUST012487,ST040,Store,2026-06-06 10:09:08,Completed,INR,Card
ORD0015067,CUST015447,ST012,Store,2025-12-07 16:55:14,Completed,INR,NetBanking
ORD0015068,CUST006671,ST009,Store,2025-12-26 11:04:50,Completed,INR,Card
ORD0015069,CUST011889,ST010,Store,2025-03-21 07:10:48,Returned,INR,UPI
ORD0015070,CUST014273,ST007,Store,2026-11-19 16:00:14,Completed,INR,COD
ORD0015071,CUST021244,,Web,2025-11-20 22:49:57,Completed,INR,Card
ORD0015072,CUST002400,,App,2026-10-28 22:58:06,Completed,INR,UPI
ORD0015073,CUST021588,ST039,Store,2026-03-18 18:28:35,Completed,INR,UPI
ORD0015074,CUST015759,ST018,Store,2026-11-14 11:04:48,Completed,INR,Wallet
ORD0015075,CUST008843,ST018,Store,2025-02-03 10:47:43,Completed,INR,UPI
ORD0015076,CUST001012,ST008,Store,2025-12-27 19:45:41,Completed,INR,UPI
ORD0015077,CUST007460,,Web,2026-04-14 22:15:43,Returned,INR,UPI
ORD0015078,CUST021635,ST026,Store,2025-04-14 11:11:57,Completed,INR,UPI
ORD0015079,CUST006151,ST010,Store,2026-05-08 21:18:45,Completed,INR,UPI
ORD0015080,CUST000070,,Web,2025-07-06 16:56:01,Completed,INR,UPI
ORD0015081,CUST020252,,Web,2026-10-28 19:09:46,Completed,INR,UPI
ORD0015082,CUST004790,,App,2025-01-25 07:12:43,Completed,INR,Card
ORD0015083,CUST023088,ST039,Store,2026-11-12 13:44:16,Completed,INR,UPI
ORD0015084,CUST009071,,Web,2025-03-22 18:25:34,Returned,INR,NetBanking
ORD0015085,CUST020039,ST006,Store,2025-06-01 17:27:52,Completed,INR,NetBanking
ORD0015086,CUST009232,,Web,2025-06-29 10:47:31,Completed,INR,COD
ORD0015087,CUST001573,,App,2025-11-09 10:33:33,Completed,INR,UPI
ORD0015088,CUST020901,,Web,2026-10-22 13:15:42,Completed,INR,Card
ORD0015089,CUST019354,,App,2025-05-13 08:48:52,Completed,INR,Card
ORD0015090,CUST010625,,Web,2026-04-01 16:46:32,Returned,USD,Card
ORD0015091,CUST014992,ST040,Store,2025-08-21 12:01:09,Completed,INR,UPI
ORD0015092,CUST007882,,Web,2025-11-09 13:02:20,Returned,INR,Card
ORD0015093,CUST005506,,App,2025-08-04 20:59:30,Completed,INR,UPI
ORD0015094,CUST009771,ST035,Store,2025-10-03 17:51:28,Completed,INR,Card
ORD0015095,CUST006846,ST013,Store,2026-10-27 07:14:14,Completed,INR,UPI
ORD0015096,CUST001369,ST010,Store,2025-10-14 19:24:26,Completed,INR,NetBanking
ORD0015097,CUST015883,,App,2026-06-18 16:53:31,Completed,INR,UPI
ORD0015098,CUST007779,ST001,Store,2025-01-01 19:43:29,Completed,INR,COD
ORD0015099,CUST006283,,Web,2026-11-19 11:46:04,Returned,INR,COD
ORD0015100,CUST009907,ST011,Store,2025-02-24 16:20:41,Completed,INR,Card
ORD0015101,CUST004459,,Web,2026-05-11 19:07:37,Completed,INR,Card
ORD0015102,CUST018033,,Web,2026-02-18 07:23:40,Completed,INR,Card
ORD0015103,CUST005058,,Web,2025-12-05 16:06:33,Completed,INR,UPI
ORD0015104,CUST009216,,Web,2025-12-07 08:30:15,Completed,INR,NetBanking
ORD0015105,CUST012428,,App,2026-04-24 19:09:50,Completed,INR,Card
ORD0015106,CUST000590,ST005,Store,2025-10-29 20:59:15,Completed,INR,UPI
ORD0015107,CUST007877,ST019,Store,2026-04-14 16:26:48,Completed,INR,UPI
ORD0015108,CUST009782,,App,2026-03-08 09:17:21,Completed,USD,UPI
ORD0015109,CUST007715,ST005,Store,2025-01-06 18:53:37,Completed,INR,UPI
ORD0015110,CUST014738,,Web,2025-11-21 08:03:56,Completed,INR,COD
ORD0015111,CUST003796,ST010,Store,2026-02-17 19:30:04,Completed,INR,Wallet
ORD0015112,CUST013542,ST031,Store,2026-05-03 16:49:00,Completed,INR,UPI
ORD0015113,CUST014098,ST015,Store,2025-03-09 21:16:49,Returned,INR,COD
ORD0015114,CUST013605,ST006,Store,2026-04-15 17:44:11,Completed,INR,UPI
ORD0015115,CUST016063,,Web,2025-03-17 12:49:04,Pending,USD,UPI
ORD0015116,CUST024695,,Web,2025-01-19 22:18:19,Completed,INR,UPI
ORD0015117,CUST023460,,Web,2025-11-16 22:29:06,Completed,INR,UPI
ORD0015118,CUST006864,ST002,Store,2026-04-30 19:33:02,Completed,INR,NetBanking
ORD0015119,CUST001601,,Web,2026-11-07 12:10:37,Completed,INR,NetBanking
ORD0015120,CUST011201,ST030,Store,2025-12-08 12:10:25,Completed,SGD,COD
ORD0015121,CUST024560,ST038,Store,2025-07-24 18:18:04,Completed,INR,COD
ORD0015122,CUST004966,,Web,2025-07-02 17:58:28,Completed,INR,Card
ORD0015123,CUST009364,ST033,Store,2025-06-21 11:57:32,Completed,INR,Wallet
ORD0015124,CUST014803,ST036,Store,2026-02-18 21:52:52,Cancelled,INR,UPI
ORD0015125,CUST009936,,Web,2025-10-01 10:56:24,Completed,INR,Card
ORD0015126,CUST007634,,Web,2025-03-11 22:42:25,Completed,INR,UPI
ORD0015127,CUST002837,ST002,Store,2025-03-16 12:04:26,Completed,INR,Card
ORD0015128,CUST013442,ST035,Store,2025-11-17 21:45:05,Completed,INR,Wallet
ORD0015129,CUST006599,,App,2026-01-18 14:50:10,Completed,INR,UPI
ORD0015130,CUST014496,,App,2025-02-01 22:27:42,Completed,INR,Card
ORD0015131,CUST000267,,Web,2026-01-07 07:40:20,Completed,INR,Card
ORD0015132,CUST000989,ST029,Store,2025-11-22 17:05:22,Completed,INR,Card
ORD0015133,CUST014182,ST005,Store,2026-02-03 12:40:25,Completed,INR,UPI
ORD0015134,CUST003481,,App,2026-04-30 12:08:44,Completed,INR,COD
ORD0015135,CUST000164,ST013,Store,2025-06-23 21:54:20,Completed,USD,UPI
ORD0015136,CUST016615,,App,2026-11-20 12:31:36,Completed,INR,Wallet
ORD0015137,CUST012383,ST018,Store,2025-05-13 21:35:31,Completed,INR,UPI
ORD0015138,CUST023136,ST023,Store,2025-11-29 20:09:44,Completed,INR,UPI
ORD0015139,CUST003372,ST040,Store,2025-07-20 09:09:07,Returned,INR,UPI
ORD0015140,CUST013589,ST035,Store,2025-02-05 12:21:47,Completed,INR,UPI
ORD0015141,CUST005378,,App,2025-05-14 22:47:54,Completed,INR,Wallet
ORD0015142,CUST018130,ST011,Store,2025-08-16 12:39:20,Completed,INR,Card
ORD0015143,CUST011572,ST018,Store,2026-11-23 16:49:57,Completed,INR,Card
ORD0015144,CUST007707,,App,2026-05-16 11:24:47,Completed,INR,UPI
ORD0015145,CUST008004,ST001,Store,2025-06-24 22:31:55,Completed,INR,Card
ORD0015146,CUST004720,,Web,2025-05-12 16:28:19,Completed,INR,UPI
ORD0015147,CUST009294,,Web,2026-05-19 20:11:32,Completed,INR,NetBanking
ORD0015148,CUST021738,ST008,Store,2025-03-18 18:19:43,Completed,SGD,COD
ORD0015149,CUST000080,ST010,Store,2026-10-27 15:17:56,Completed,INR,COD
ORD0015150,CUST010387,ST005,Store,2026-02-25 07:53:10,Completed,INR,UPI
ORD0015151,CUST002110,ST008,Store,2026-04-07 08:19:09,Completed,INR,Wallet
ORD0015152,CUST005650,ST027,Store,2026-11-27 07:48:27,Completed,INR,UPI
ORD0015153,CUST024687,ST002,Store,2025-10-05 19:11:19,Completed,INR,UPI
ORD0015154,CUST021900,,Web,2025-01-03 09:58:19,Pending,SGD,Card
ORD0015155,CUST023368,,App,2025-07-03 22:26:06,Returned,INR,UPI
ORD0015156,CUST020093,ST012,Store,2025-11-13 11:58:51,Completed,USD,UPI
ORD0015157,CUST019781,,Web,2025-05-04 21:41:44,Completed,INR,COD
ORD0015158,CUST019088,ST028,Store,2025-09-15 21:26:11,Completed,INR,UPI
ORD0015159,CUST007859,ST006,Store,2025-03-01 12:53:04,Completed,INR,Card
ORD0015160,CUST002462,ST041,Store,2025-06-06 15:47:38,Completed,INR,Wallet
ORD0015161,CUST000579,,Web,2025-08-02 08:39:33,Returned,INR,COD
ORD0015162,CUST023943,ST030,Store,2025-03-22 10:16:21,Completed,INR,UPI
ORD0015163,CUST014533,,Web,2026-02-06 08:59:20,Completed,INR,UPI
ORD0015164,CUST024301,ST036,Store,2025-03-17 16:17:27,Completed,INR,Card
ORD0015165,CUST015458,,Web,2025-08-01 09:00:54,Completed,INR,Card
ORD0015166,CUST010603,ST042,Store,2026-06-19 13:46:34,Completed,USD,UPI
ORD0015167,CUST017719,ST001,Store,2025-06-11 15:24:55,Completed,INR,UPI
ORD0015168,CUST022315,,Web,2026-02-07 19:22:00,Completed,INR,UPI
ORD0015169,CUST010041,,Web,2025-10-14 19:14:32,Completed,INR,UPI
ORD0015170,CUST014506,ST016,Store,2025-05-12 12:45:50,Completed,INR,UPI
ORD0015171,CUST009254,ST015,Store,2025-04-25 18:05:28,Completed,INR,UPI
ORD0015172,CUST010668,ST029,Store,2025-10-15 22:55:31,Completed,INR,NetBanking
ORD0015173,CUST007391,,Web,2026-03-13 22:43:02,Completed,INR,UPI
ORD0015174,CUST005210,,Web,2025-02-13 17:36:14,Completed,INR,COD
ORD0015175,CUST012207,ST024,Store,2025-08-22 07:31:15,Completed,INR,Card
ORD0015176,CUST019184,,App,2026-02-16 22:08:08,Completed,INR,UPI
ORD0015177,CUST019050,,Web,2026-05-21 07:12:46,Completed,INR,COD
ORD0015178,CUST021744,,Web,2026-02-09 11:15:56,Completed,INR,Card
ORD0015179,CUST016438,ST034,Store,2025-08-06 14:39:32,Completed,INR,UPI
ORD0015180,CUST019507,,App,2025-05-05 22:58:02,Completed,INR,NetBanking
ORD0015181,CUST011000,,Web,2025-08-07 15:13:09,Completed,USD,UPI
ORD0015182,CUST003094,ST039,Store,2025-08-09 11:07:24,Completed,SGD,NetBanking
ORD0015183,CUST002984,ST023,Store,2025-04-07 12:44:07,Completed,INR,COD
ORD0015184,CUST008150,ST042,Store,2026-11-14 18:34:41,Completed,INR,Card
ORD0015185,CUST012958,,Web,2025-03-02 09:10:00,Completed,INR,UPI
ORD0015186,CUST005546,,Web,2025-01-09 18:30:32,Completed,INR,Wallet
ORD0015187,CUST004625,ST038,Store,2026-06-15 20:13:19,Completed,INR,UPI
ORD0015188,CUST004399,ST012,Store,2025-01-18 07:06:02,Completed,INR,UPI
ORD0015189,CUST015237,,Web,2026-06-25 08:51:13,Completed,INR,Card
ORD0015190,CUST009123,,App,2025-04-12 14:39:06,Completed,INR,NetBanking
ORD0015191,CUST020075,ST024,Store,2026-04-07 10:42:50,Completed,INR,Card
ORD0015192,CUST020659,,Web,2025-01-16 20:13:40,Returned,INR,Wallet
ORD0015193,CUST019401,ST042,Store,2026-03-26 16:25:37,Completed,INR,COD
ORD0015194,CUST013976,ST026,Store,2025-07-03 22:25:27,Completed,INR,UPI
ORD0015195,CUST001277,ST034,Store,2026-10-05 08:57:53,Completed,INR,COD
ORD0015196,CUST018298,ST023,Store,2025-11-15 15:57:18,Completed,INR,Card
ORD0015197,CUST019701,,Web,2025-06-19 18:15:24,Completed,INR,UPI
ORD0015198,CUST011344,ST039,Store,2025-10-21 16:18:12,Completed,INR,UPI
ORD0015199,CUST023776,ST025,Store,2025-09-02 16:04:04,Completed,INR,UPI
ORD0015200,CUST022387,,Web,2025-07-28 20:00:19,Completed,INR,COD
ORD0015201,CUST019673,,Web,2026-06-28 15:20:23,Completed,INR,Card
ORD0015202,CUST001833,ST031,Store,2025-11-28 19:08:44,Completed,INR,UPI
ORD0015203,CUST008378,,Web,2025-09-27 13:36:10,Completed,INR,Wallet
ORD0015204,CUST019725,,Web,2025-10-09 12:29:38,Returned,INR,Card
ORD0015205,CUST008318,ST015,Store,2025-10-24 22:15:31,Completed,INR,Card
ORD0015206,CUST012817,ST027,Store,2025-08-26 21:27:55,Completed,INR,UPI
ORD0015207,CUST002835,ST007,Store,2026-06-20 08:16:26,Completed,INR,UPI
ORD0015208,CUST008878,,App,2025-10-14 12:30:53,Completed,INR,NetBanking
ORD0015209,CUST000515,,Web,2026-05-13 07:28:53,Completed,INR,UPI
ORD0015210,CUST002658,,Web,2025-11-14 07:25:29,Completed,INR,COD
ORD0015211,CUST010960,,App,2026-02-08 16:45:55,Completed,INR,UPI
ORD0015212,CUST001886,,App,2026-05-30 12:49:30,Completed,INR,Card
ORD0015213,CUST016375,,Web,2025-08-17 09:09:14,Completed,INR,Card
ORD0015214,CUST024574,ST025,Store,2026-03-05 14:19:30,Completed,USD,UPI
ORD0015215,CUST009766,ST019,Store,2025-10-13 15:25:45,Completed,INR,COD
ORD0015216,CUST022153,ST003,Store,2025-08-17 17:22:41,Completed,USD,NetBanking
ORD0015217,CUST011652,ST039,Store,2026-10-26 16:02:23,Completed,INR,COD
ORD0015218,CUST012393,ST009,Store,2025-05-15 14:18:06,Returned,INR,Card
ORD0015219,CUST020708,,App,2026-03-09 07:51:25,Completed,INR,Card
ORD0015220,CUST021743,ST001,Store,2025-06-29 11:25:22,Completed,SGD,COD
ORD0015221,CUST016489,ST013,Store,2025-03-24 08:33:04,Completed,INR,NetBanking
ORD0015222,CUST003061,ST013,Store,2026-04-04 14:24:31,Completed,INR,UPI
ORD0015223,CUST005980,,App,2025-03-04 20:20:47,Completed,USD,UPI
ORD0015224,CUST014728,ST006,Store,2025-10-08 19:06:24,Completed,INR,UPI
ORD0015225,CUST006865,ST022,Store,2025-03-16 22:11:07,Completed,INR,COD
ORD0015226,CUST012310,,Web,2025-08-17 07:37:41,Completed,SGD,UPI
ORD0015227,CUST019358,ST007,Store,2026-05-11 11:44:52,Completed,INR,UPI
ORD0015228,CUST009919,ST018,Store,2025-08-02 07:07:58,Completed,INR,UPI
ORD0015229,CUST017468,ST020,Store,2025-04-24 09:31:34,Completed,INR,NetBanking
ORD0015230,CUST013938,ST030,Store,2026-01-20 11:06:59,Completed,USD,COD
ORD0015231,CUST002673,,Web,2025-03-19 21:53:42,Completed,INR,UPI
ORD0015232,CUST011314,,Web,2026-01-29 17:09:03,Completed,INR,UPI
ORD0015233,CUST021579,ST022,Store,2025-10-06 16:17:44,Completed,INR,UPI
ORD0015234,CUST005756,ST002,Store,2026-03-10 09:06:39,Completed,INR,UPI
ORD0015235,CUST010090,ST028,Store,2025-03-15 15:04:40,Completed,INR,UPI
ORD0015236,CUST021514,,Web,2025-04-07 21:19:38,Completed,INR,Card
ORD0015237,CUST022409,ST008,Store,2026-01-01 19:32:47,Completed,INR,Card
ORD0015238,CUST013593,,Web,2025-11-03 22:36:48,Completed,INR,UPI
ORD0015239,CUST017695,,Web,2026-05-16 10:30:58,Completed,INR,Card
ORD0015240,CUST001220,ST003,Store,2026-01-21 16:54:44,Completed,INR,UPI
ORD0015241,CUST021455,,Web,2025-09-26 14:44:11,Completed,INR,Card
ORD0015242,CUST016534,ST021,Store,2025-01-17 15:51:23,Cancelled,INR,Card
ORD0015243,CUST014237,ST014,Store,2025-04-30 13:28:47,Completed,INR,NetBanking
ORD0015244,CUST016178,,Web,2025-11-03 16:21:32,Completed,INR,UPI
ORD0015245,CUST013422,ST041,Store,2026-03-14 20:43:12,Completed,INR,UPI
ORD0015246,CUST004725,ST001,Store,2026-03-11 18:14:31,Completed,INR,Wallet
ORD0015247,CUST009275,ST008,Store,2025-01-17 09:19:33,Returned,INR,COD
ORD0015248,CUST004721,ST038,Store,2026-04-27 16:22:48,Completed,INR,Card
ORD0015249,CUST000102,,Web,2026-10-24 09:59:59,Pending,INR,UPI
ORD0015250,CUST024638,,Web,2025-12-14 08:11:59,Completed,INR,UPI
ORD0015251,CUST018316,ST033,Store,2025-06-08 17:50:32,Completed,INR,COD
ORD0015252,CUST018084,ST041,Store,2026-02-04 10:22:57,Completed,INR,Card
ORD0015253,CUST023788,,App,2025-01-20 18:58:13,Completed,INR,UPI
ORD0015254,CUST007706,ST001,Store,2026-05-08 16:29:28,Completed,INR,Card
ORD0015255,CUST013934,,Web,2025-10-11 10:38:40,Completed,INR,UPI
ORD0015256,CUST010165,ST022,Store,2025-10-28 14:11:39,Completed,INR,COD
ORD0015257,CUST020187,ST026,Store,2025-04-05 09:35:01,Returned,INR,Card
ORD0015258,CUST018799,ST024,Store,2026-11-18 10:36:20,Completed,INR,Card
ORD0015259,CUST017174,,Web,2026-04-15 20:43:25,Completed,INR,UPI
ORD0015260,CUST017271,,App,2025-08-18 09:14:56,Completed,INR,NetBanking
ORD0015261,CUST010161,ST030,Store,2025-03-15 09:56:44,Completed,INR,NetBanking
ORD0015262,CUST013294,ST039,Store,2026-10-29 15:54:29,Completed,INR,NetBanking
ORD0015263,CUST014528,,App,2025-11-15 12:08:41,Completed,INR,Wallet
ORD0015264,CUST011851,ST005,Store,2025-12-20 11:44:04,Completed,USD,UPI
ORD0015265,CUST001218,,Web,2025-12-27 22:07:42,Completed,INR,COD
ORD0015266,CUST005258,ST009,Store,2025-07-12 08:16:26,Completed,INR,UPI
ORD0015267,CUST001356,,Web,2026-03-09 14:47:14,Completed,INR,NetBanking
ORD0015268,CUST019434,,Web,2025-03-09 12:04:25,Completed,INR,Card
ORD0015269,CUST023403,ST011,Store,2025-05-20 10:52:19,Completed,INR,UPI
ORD0015270,CUST021910,,Web,2025-03-25 11:35:09,Cancelled,INR,UPI
ORD0015271,CUST004456,ST003,Store,2026-03-29 07:09:55,Completed,INR,Card
ORD0015272,CUST011665,ST031,Store,2025-03-02 18:17:18,Completed,INR,Wallet
ORD0015273,CUST008754,ST002,Store,2025-05-18 15:03:42,Completed,INR,UPI
ORD0015274,CUST001021,ST013,Store,2026-02-14 13:55:12,Completed,INR,Card
ORD0015275,CUST006079,ST039,Store,2025-12-21 16:22:27,Completed,INR,Card
ORD0015276,CUST014052,,Web,2025-04-29 10:25:25,Completed,INR,UPI
ORD0015277,CUST021374,,Web,2025-08-28 13:48:34,Completed,INR,Card
ORD0015278,CUST024842,ST025,Store,2025-03-24 16:09:22,Completed,INR,NetBanking
ORD0015279,CUST013585,ST028,Store,2025-03-20 11:03:31,Cancelled,INR,NetBanking
ORD0015280,CUST008172,ST028,Store,2026-04-25 18:01:40,Completed,INR,COD
ORD0015281,CUST024046,,Web,2026-04-11 07:28:52,Completed,INR,COD
ORD0015282,CUST003177,,Web,2025-11-17 18:33:21,Returned,INR,Card
ORD0015283,CUST001675,,App,2025-08-24 19:31:31,Completed,INR,UPI
ORD0015284,CUST014503,,App,2026-05-23 18:46:03,Completed,INR,Wallet
ORD0015285,CUST024122,ST041,Store,2025-01-26 20:33:52,Completed,INR,Card
ORD0015286,CUST016807,,Web,2025-04-20 18:24:44,Completed,INR,Card
ORD0015287,CUST006563,ST028,Store,2026-05-06 09:00:10,Completed,INR,UPI
ORD0015288,CUST023023,,Web,2025-11-04 07:34:35,Pending,INR,Wallet
ORD0015289,CUST007514,,Web,2026-11-14 11:23:07,Completed,INR,Card
ORD0015290,CUST018058,ST030,Store,2026-01-08 18:06:32,Completed,INR,Card
ORD0015291,CUST020701,ST021,Store,2025-01-25 22:54:11,Completed,INR,UPI
ORD0015292,CUST010229,ST010,Store,2025-10-08 09:01:17,Completed,INR,NetBanking
ORD0015293,CUST007686,ST002,Store,2026-11-22 13:36:26,Completed,INR,Card
ORD0015294,CUST003754,ST032,Store,2026-05-11 17:21:29,Completed,INR,COD
ORD0015295,CUST009715,,Web,2025-06-18 07:39:26,Completed,INR,UPI
ORD0015296,CUST012870,,Web,2025-02-10 10:16:52,Returned,USD,UPI
ORD0015297,CUST002122,,Web,2026-02-01 09:05:29,Completed,INR,UPI
ORD0015298,CUST023295,,Web,2025-02-09 13:55:00,Completed,INR,Card
ORD0015299,CUST022992,,Web,2025-11-12 09:58:36,Completed,INR,UPI
ORD0015300,CUST001823,ST024,Store,2026-01-31 16:37:03,Completed,INR,UPI
ORD0015301,CUST020539,,Web,2025-06-06 14:49:30,Completed,USD,UPI
ORD0015302,CUST019472,ST042,Store,2026-06-02 13:14:48,Completed,SGD,COD
ORD0015303,CUST009283,ST033,Store,2025-04-13 19:19:41,Cancelled,INR,NetBanking
ORD0015304,CUST007551,ST027,Store,2026-03-11 11:59:06,Completed,USD,UPI
ORD0015305,CUST002985,,Web,2026-11-03 19:10:20,Completed,INR,COD
ORD0015306,CUST017230,ST003,Store,2025-11-27 11:35:42,Completed,INR,Card
ORD0015307,CUST013886,ST002,Store,2025-12-10 19:41:37,Completed,USD,UPI
ORD0015308,CUST023823,ST013,Store,2025-11-08 22:06:59,Completed,INR,COD
ORD0015309,CUST006877,,Web,2025-08-01 16:50:28,Returned,INR,NetBanking
ORD0015310,CUST006171,ST006,Store,2025-07-25 22:41:43,Completed,INR,UPI
ORD0015311,CUST001955,ST037,Store,2025-03-19 08:02:13,Completed,INR,UPI
ORD0015312,CUST002937,,Web,2025-10-23 16:43:11,Completed,INR,COD
ORD0015313,CUST013822,ST033,Store,2025-06-06 10:52:30,Returned,INR,Card
ORD0015314,CUST023356,ST002,Store,2025-09-24 12:36:34,Completed,INR,Card
ORD0015315,CUST001480,ST038,Store,2025-08-27 14:08:00,Completed,INR,Wallet
ORD0015316,CUST013268,,App,2025-12-08 17:06:57,Completed,INR,Card
ORD0015317,CUST009444,ST018,Store,2025-01-08 20:57:52,Cancelled,INR,Card
ORD0015318,CUST020566,ST025,Store,2025-03-25 13:13:48,Returned,INR,Wallet
ORD0015319,CUST003056,,Web,2026-04-27 14:51:08,Returned,INR,NetBanking
ORD0015320,CUST023412,,Web,2025-03-01 21:56:50,Completed,INR,COD
ORD0015321,CUST021829,,Web,2025-02-10 19:42:00,Completed,INR,Card
ORD0015322,CUST021208,,Web,2026-03-16 08:34:52,Cancelled,INR,NetBanking
ORD0015323,CUST004139,ST023,Store,2025-11-21 17:17:25,Pending,INR,COD
ORD0015324,CUST001918,ST022,Store,2025-08-19 11:51:30,Completed,INR,UPI
ORD0015325,CUST003434,,App,2025-09-03 08:45:27,Completed,INR,UPI
ORD0015326,CUST009884,ST025,Store,2026-03-07 16:50:44,Cancelled,INR,NetBanking
ORD0015327,CUST021928,ST013,Store,2025-12-16 16:31:05,Completed,INR,COD
ORD0015328,CUST001848,,App,2025-01-21 17:30:47,Completed,INR,UPI
ORD0015329,CUST015950,ST012,Store,2026-03-12 08:35:56,Completed,INR,Card
ORD0015330,CUST017696,,App,2025-08-28 14:27:23,Completed,INR,UPI
ORD0015331,CUST003502,ST031,Store,2026-03-13 10:30:01,Completed,INR,Card
ORD0015332,CUST012291,ST015,Store,2025-10-26 09:27:05,Completed,INR,COD
ORD0015333,CUST000968,ST001,Store,2026-02-11 10:52:52,Completed,INR,UPI
ORD0015334,CUST024021,ST037,Store,2025-07-29 21:23:26,Returned,USD,Card
ORD0015335,CUST000652,,Web,2025-09-13 18:17:03,Completed,INR,Wallet
ORD0015336,CUST013225,ST023,Store,2025-07-28 20:27:33,Completed,INR,COD
ORD0015337,CUST001997,ST037,Store,2025-05-09 17:07:36,Completed,INR,UPI
ORD0015338,CUST013651,,Web,2025-06-09 21:18:47,Completed,INR,UPI
ORD0015339,CUST008653,,App,2025-05-17 20:10:29,Completed,INR,Card
ORD0015340,CUST001690,,App,2025-11-12 12:54:16,Completed,INR,Card
ORD0015341,CUST023404,ST027,Store,2025-08-28 18:42:16,Completed,INR,UPI
ORD0015342,CUST023814,ST042,Store,2026-05-07 12:47:34,Completed,INR,UPI
ORD0015343,CUST024047,,Web,2026-06-02 07:18:10,Completed,SGD,UPI
ORD0015344,CUST017742,,App,2026-06-25 19:41:03,Completed,INR,COD
ORD0015345,CUST006301,ST033,Store,2026-01-24 13:03:06,Completed,INR,COD
ORD0015346,CUST015790,,Web,2025-10-12 08:37:24,Completed,INR,Card
ORD0015347,CUST023877,ST017,Store,2026-03-19 22:20:10,Completed,INR,NetBanking
ORD0015348,CUST003015,,App,2026-06-17 10:48:49,Completed,INR,Card
ORD0015349,CUST000361,,Web,2026-03-12 19:34:00,Cancelled,INR,UPI
ORD0015350,CUST004470,,App,2025-05-06 13:20:12,Cancelled,INR,Card
ORD0015351,CUST012588,ST027,Store,2026-11-26 22:26:13,Completed,SGD,UPI
ORD0015352,CUST008841,,App,2025-04-19 21:13:54,Completed,INR,Card
ORD0015353,CUST006371,,App,2026-02-08 14:37:20,Completed,INR,Card
ORD0015354,CUST010547,ST033,Store,2025-07-16 18:09:26,Completed,INR,UPI
ORD0015355,CUST017361,ST038,Store,2025-08-13 22:38:52,Completed,INR,NetBanking
ORD0015356,CUST002966,,App,2025-01-20 22:38:56,Completed,INR,COD
ORD0015357,CUST001216,ST021,Store,2026-11-01 22:42:28,Completed,INR,UPI
ORD0015358,CUST013505,,Web,2025-04-12 18:34:58,Completed,INR,UPI
ORD0015359,CUST018925,ST033,Store,2026-11-02 12:30:15,Completed,SGD,Wallet
ORD0015360,CUST006496,,Web,2025-11-09 20:49:44,Completed,INR,COD
ORD0015361,CUST020462,ST026,Store,2026-02-07 10:34:34,Completed,INR,COD
ORD0015362,CUST008905,ST007,Store,2026-03-21 22:14:52,Completed,INR,UPI
