order_item_id,order_id,sku,quantity,unit_price,discount_amount
OI00064296,ORD0094801,SKU001519,1,1019.65,0.0
OI00064297,ORD0054797,SKU003587,2,316.4,133.22
OI00064298,ORD0070300,SKU009787,1,323.29,0.0
OI00064299,ORD0078682,SKU005672,1,2306.38,485.55
OI00064300,ORD0017788,SKU012350,5,342.12,0.0
OI00064301,ORD0090961,SKU002279,3,342.23,0.0
OI00064302,ORD0080963,SKU001531,1,1861.2,0.0
OI00064303,ORD0114948,SKU012192,5,1043.76,1692.58
OI00064304,ORD0011569,SKU011328,2,197.63,0.0
OI00064305,ORD0016223,SKU000017,2,361.44,0.0
OI00064306,ORD0056900,SKU010407,3,958.46,1277.94
OI00064307,ORD0042089,SKU010043,3,1192.01,366.77
OI00064308,ORD0079183,SKU005081,3,1075.47,0.0
OI00064309,ORD0068658,SKU005314,5,835.02,0.0
OI00064310,ORD0044081,SKU006024,1,822.24,0.0
OI00064311,ORD0082387,SKU007080,3,1387.21,0.0
OI00064312,ORD0085762,SKU001119,5,975.23,500.12
OI00064313,ORD0103260,SKU011038,4,149.26,30.23
OI00064314,ORD0018055,SKU007107,1,262.99,55.37
OI00064315,ORD0108293,SKU000039,1,847.9,0.0
OI00064316,ORD0033045,SKU008345,1,2143.42,108.53
OI00064317,ORD0106177,SKU009003,1,1974.19,640.28
OI00064318,ORD0033977,SKU000745,5,433.75,109.81
OI00064319,ORD0004169,SKU006142,2,937.18,192.24
OI00064320,ORD0092866,SKU003628,1,1096.32,487.25
OI00064321,ORD0045099,SKU005747,1,103.02,0.0
OI00064322,ORD0076701,SKU003350,1,536.67,83.64
OI00064323,ORD0068546,SKU011186,5,2832.28,0.0
OI00064324,ORD0112776,SKU002726,2,746.39,153.11
OI00064325,ORD0061294,SKU006438,1,697.17,35.3
OI00064326,ORD0053622,SKU003046,5,400.52,0.0
OI00064327,ORD0016257,SKU011411,2,750.8,667.38
OI00064328,ORD0066801,SKU005465,1,485.06,24.56
OI00064329,ORD0092243,SKU008954,4,323.65,419.87
OI00064330,ORD0016804,SKU008217,5,884.78,224.0
OI00064331,ORD0024921,SKU005975,1,247.71,0.0
OI00064332,ORD0021640,SKU009146,5,925.08,720.84
OI00064333,ORD0098024,SKU009025,2,476.36,0.0
OI00064334,ORD0075995,SKU002829,4,973.02,1262.29
OI00064335,ORD0062673,SKU006997,3,79.73,0.0
OI00064336,ORD0038791,SKU007002,1,967.01,0.0
OI00064337,ORD0118613,SKU000205,3,471.69,0.0
OI00064338,ORD0009337,SKU003919,1,1048.78,220.8
OI00064339,ORD0058831,SKU008550,5,3203.31,5194.56
OI00064340,ORD0098302,SKU005416,1,852.7,0.0
OI00064341,ORD0029642,SKU012074,1,1652.84,0.0
OI00064342,ORD0039215,SKU000110,4,191.67,0.0
OI00064343,ORD0068918,SKU005532,1,417.0,0.0
OI00064344,ORD0046877,SKU010069,2,2809.32,0.0
OI00064345,ORD0033547,SKU002386,4,217.6,135.65
OI00064346,ORD0000462,SKU003811,1,139.49,0.0
OI00064347,ORD0011245,SKU007563,1,1132.47,0.0
OI00064348,ORD0037988,SKU004291,1,452.87,0.0
OI00064349,ORD0020637,SKU009363,2,69.57,0.0
OI00064350,ORD0059486,SKU003379,1,541.22,0.0
OI00064351,ORD0058419,SKU012296,5,2435.42,0.0
OI00064352,ORD0087553,SKU004900,1,646.86,0.0
OI00064353,ORD0013776,SKU012312,1,55.5,11.68
OI00064354,ORD0043963,SKU005949,5,600.54,152.04
OI00064355,ORD0015093,SKU009328,2,1176.55,241.34
OI00064356,ORD0001615,SKU000382,2,1717.57,535.35
OI00064357,ORD0063243,SKU008092,1,1441.35,224.63
OI00064358,ORD0028029,SKU006063,2,272.06,55.81
OI00064359,ORD0068900,SKU011033,5,3786.6,0.0
OI00064360,ORD0011791,SKU001190,2,752.94,0.0
OI00064361,ORD0086378,SKU011576,1,3588.49,1163.83
OI00064362,ORD0117596,SKU005191,1,697.59,108.72
OI00064363,ORD0017277,SKU004914,1,2894.14,0.0
OI00064364,ORD0060395,SKU000239,1,482.98,49.54
OI00064365,ORD0018066,SKU004027,2,2407.07,243.75
OI00064366,ORD0043151,SKU003429,5,1009.75,255.63
OI00064367,ORD0078888,SKU010472,4,1577.31,647.1
OI00064368,ORD0019633,SKU004461,4,615.41,252.48
OI00064369,ORD0071136,SKU009782,2,275.55,0.0
OI00064370,ORD0079408,SKU002049,2,731.57,308.03
OI00064371,ORD0081993,SKU009484,4,665.39,272.98
OI00064372,ORD0100594,SKU001676,1,545.0,0.0
OI00064373,ORD0070326,SKU011098,3,599.88,280.46
OI00064374,ORD0084380,SKU004626,4,1727.73,0.0
OI00064375,ORD0102406,SKU009104,1,2036.34,208.86
OI00064376,ORD0100083,SKU008086,1,2072.86,0.0
OI00064377,ORD0118911,SKU011660,4,1045.62,0.0
OI00064378,ORD0016704,SKU010385,1,232.49,36.23
OI00064379,ORD0013216,SKU012285,2,463.61,195.2
OI00064380,ORD0021500,SKU011778,3,451.88,0.0
OI00064381,ORD0013933,SKU010893,2,2814.15,0.0
OI00064382,ORD0065362,SKU002832,2,623.57,127.91
OI00064383,ORD0077871,SKU009605,2,1122.97,472.83
OI00064384,ORD0023318,SKU010084,1,367.29,77.32
OI00064385,ORD0052598,SKU003492,1,1246.18,0.0
OI00064386,ORD0079446,SKU005937,3,5790.8,2707.39
OI00064387,ORD0090230,SKU001362,4,726.33,452.78
OI00064388,ORD0060278,SKU002829,2,1051.91,0.0
OI00064389,ORD0073431,SKU001273,3,1677.82,0.0
OI00064390,ORD0114015,SKU003862,5,2977.6,2320.21
OI00064391,ORD0094543,SKU008993,2,329.91,0.0
OI00064392,ORD0097290,SKU007400,1,324.9,0.0
OI00064393,ORD0021698,SKU005405,1,340.56,
OI00064394,ORD0047770,SKU006108,2,241.6,49.56
OI00064395,ORD0117182,SKU006218,1,1426.09,146.27
OI00064396,ORD0099993,SKU002864,1,5506.49,278.81
OI00064397,ORD0086251,SKU005007,3,1511.55,2015.4
OI00064398,ORD0041806,SKU007716,1,2421.46,509.78
OI00064399,ORD0021726,SKU011077,3,98.59,0.0
OI00064400,ORD0010175,SKU000036,5,1007.93,0.0
OI00064401,ORD0076623,SKU011957,2,534.35,0.0
OI00064402,ORD0029604,SKU007542,4,2344.93,474.92
OI00064403,ORD0010694,SKU009698,1,74.65,3.78
OI00064404,ORD0049622,SKU001789,2,1449.45,451.78
OI00064405,ORD0057862,SKU008683,1,1036.42,106.3
OI00064406,ORD0066792,SKU006131,2,1264.98,128.1
OI00064407,ORD0003377,SKU001971,1,1031.71,0.0
OI00064408,ORD0081456,SKU000803,2,4615.28,0.0
OI00064409,ORD0006290,SKU002201,2,1899.61,0.0
OI00064410,ORD0051483,SKU011772,2,1381.67,0.0
OI00064411,ORD0101289,SKU011369,1,644.38,286.39
OI00064412,ORD0030981,SKU005335,5,414.63,0.0
OI00064413,ORD0042224,SKU007387,4,782.1,1390.4
OI00064414,ORD0037965,SKU000111,2,987.11,0.0
OI00064415,ORD0093883,SKU000608,1,993.26,322.14
OI00064416,ORD0032491,SKU012321,4,1027.8,0.0
OI00064417,ORD0041478,SKU002587,1,938.29,47.51
OI00064418,ORD0065312,SKU006926,2,76.24,32.1
OI00064419,ORD0069719,SKU003401,1,117.76,38.19
OI00064420,ORD0075859,SKU005166,5,2185.33,1702.85
OI00064421,ORD0094250,SKU009116,1,178.74,0.0
OI00064422,ORD0070595,SKU005732,3,1273.01,1697.35
OI00064423,ORD0002336,SKU011795,4,4608.96,0.0
OI00064424,ORD0068199,SKU002907,2,1061.03,943.14
OI00064425,ORD0086155,SKU005134,1,1279.6,0.0
OI00064426,ORD0096991,SKU010398,4,378.71,318.91
OI00064427,ORD0013685,SKU005166,2,2185.33,681.14
OI00064428,ORD0058531,SKU001099,1,789.82,39.99
OI00064429,ORD0044034,SKU009398,3,660.28,203.16
OI00064430,ORD0090538,SKU003417,5,923.31,0.0
OI00064431,ORD0082873,SKU006152,3,3182.3,1487.83
OI00064432,ORD0077891,SKU004560,5,1009.17,255.49
OI00064433,ORD0022715,SKU012354,1,208.35,92.6
OI00064434,ORD0099213,SKU012095,5,285.29,0.0
OI00064435,ORD0060389,SKU007484,5,636.4,161.12
OI00064436,ORD0046695,SKU000825,1,2423.81,510.28
OI00064437,ORD0034078,SKU010769,2,216.44,0.0
OI00064438,ORD0009513,SKU009066,2,368.75,155.26
OI00064439,ORD0117056,SKU002333,1,954.95,0.0
OI00064440,ORD0103556,SKU009893,2,1887.05,1224.03
OI00064441,ORD0001587,SKU007770,4,419.2,0.0
OI00064442,ORD0047769,SKU003536,3,1748.14,0.0
OI00064443,ORD0109104,SKU002812,5,429.25,220.13
OI00064444,ORD0069915,SKU008619,5,3258.02,0.0
OI00064445,ORD0043296,SKU000192,3,602.06,91.45
OI00064446,ORD0056021,SKU005492,4,3403.56,0.0
OI00064447,ORD0048350,SKU008985,1,845.17,0.0
OI00064448,ORD0038948,SKU009866,4,132.55,0.0
OI00064449,ORD0067267,SKU001319,1,2367.81,0.0
OI00064450,ORD0011011,SKU004615,1,187.07,0.0
OI00064451,ORD0110926,SKU003559,2,581.07,119.19
OI00064452,ORD0090310,SKU005457,3,375.15,0.0
OI00064453,ORD0036988,SKU000067,1,2833.16,290.58
OI00064454,ORD0079002,SKU001815,1,452.66,95.3
OI00064455,ORD0086836,SKU001272,1,450.19,22.79
OI00064456,ORD0031613,SKU011384,5,1915.78,485.01
OI00064457,ORD0059167,SKU006023,1,594.99,0.0
OI00064458,ORD0065694,SKU005233,2,584.87,119.97
OI00064459,ORD0036600,SKU006952,2,850.38,0.0
OI00064460,ORD0074061,SKU006382,4,346.75,216.16
OI00064461,ORD0009447,SKU003899,1,526.75,26.67
OI00064462,ORD0106133,SKU009486,4,725.02,0.0
OI00064463,ORD0011172,SKU004686,4,445.63,0.0
OI00064464,ORD0013370,SKU006852,2,1801.67,561.56
OI00064465,ORD0075499,SKU004916,1,942.78,47.74
OI00064466,ORD0118543,SKU007809,1,2585.58,0.0
OI00064467,ORD0068107,SKU010878,3,427.62,0.0
OI00064468,ORD0035043,SKU006812,2,429.51,278.6
OI00064469,ORD0056897,SKU004919,1,2236.52,229.39
OI00064470,ORD0058747,SKU011309,1,382.1,0.0
OI00064471,ORD0001032,SKU002609,5,201.13,50.92
OI00064472,ORD0009175,SKU004046,2,760.06,155.91
OI00064473,ORD0016830,SKU000595,1,3775.98,588.46
OI00064474,ORD0098957,SKU007294,1,58.23,0.0
OI00064475,ORD0088637,SKU005568,4,1406.5,0.0
OI00064476,ORD0017624,SKU006375,1,952.53,0.0
OI00064477,ORD0092004,SKU008553,3,1425.73,0.0
OI00064478,ORD0053376,SKU008587,3,837.0,0.0
OI00064479,ORD0078047,SKU010569,5,1252.42,0.0
OI00064480,ORD0056734,SKU010259,1,891.13,0.0
OI00064481,ORD0099178,SKU008538,2,595.27,529.13
OI00064482,ORD0017095,SKU009264,3,880.88,0.0
OI00064483,ORD0046113,SKU004588,1,209.13,44.03
OI00064484,ORD0103873,SKU011810,1,1895.02,0.0
OI00064485,ORD0039276,SKU002380,1,446.91,45.84
OI00064486,ORD0045597,SKU000504,1,4772.69,0.0
OI00064487,ORD0118987,SKU009554,4,590.5,0.0
OI00064488,ORD0091778,SKU006398,2,775.31,78.51
OI00064489,ORD0053116,SKU008256,2,952.14,0.0
OI00064490,ORD0091731,SKU003021,3,2676.32,406.53
OI00064491,ORD0077003,SKU005622,3,1597.44,0.0
OI00064492,ORD0055531,SKU001556,1,573.14,89.32
OI00064493,ORD0048519,SKU011248,1,234.54,11.88
OI00064494,ORD0096905,SKU004649,1,1641.47,729.54
OI00064495,ORD0051837,SKU007866,3,545.56,0.0
OI00064496,ORD0006558,SKU009533,5,2385.37,1223.27
OI00064497,ORD0011928,SKU006812,1,464.33,0.0
OI00064498,ORD0044838,SKU006278,1,2478.64,0.0
OI00064499,ORD0114288,SKU007771,2,183.21,118.84
OI00064500,ORD0046704,SKU002982,1,311.39,0.0
OI00064501,ORD0084567,SKU003036,1,1854.87,390.5
OI00064502,ORD0116311,SKU001920,1,3330.36,341.58
OI00064503,ORD0037258,SKU009157,3,2454.61,372.85
OI00064504,ORD0025842,SKU002071,1,659.31,0.0
OI00064505,ORD0034107,SKU006688,1,781.1,39.55
OI00064506,ORD0104568,SKU006054,1,267.69,0.0
OI00064507,ORD0009991,SKU001021,2,528.09,164.6
OI00064508,ORD0113989,SKU011620,1,588.68,261.64
OI00064509,ORD0112694,SKU008818,2,103.73,67.28
OI00064510,ORD0092137,SKU001919,5,1262.67,0.0
OI00064511,ORD0016411,SKU000153,4,1282.48,1663.75
OI00064512,ORD0076782,SKU000561,1,2457.32,517.33
OI00064513,ORD0015040,SKU001300,1,590.87,29.92
OI00064514,ORD0069579,SKU011326,4,165.51,139.38
OI00064515,ORD0110242,SKU010362,1,4716.11,0.0
OI00064516,ORD0078178,SKU002220,1,609.54,0.0
OI00064517,ORD0043072,SKU000860,5,1149.06,1863.34
OI00064518,ORD0088098,SKU010106,2,1639.57,0.0
OI00064519,ORD0089362,SKU000384,2,1617.06,163.75
OI00064520,ORD0053916,SKU004976,4,363.58,0.0
OI00064521,ORD0003910,SKU004366,4,443.58,276.52
OI00064522,ORD0089403,SKU004462,1,346.67,0.0
OI00064523,ORD0091227,SKU009742,5,818.88,419.94
OI00064524,ORD0104109,SKU002250,4,529.71,687.19
OI00064525,ORD0081486,SKU004438,4,1978.0,1665.68
OI00064526,ORD0103398,SKU004884,1,146.06,0.0
OI00064527,ORD0002245,SKU001298,1,2256.21,731.74
OI00064528,ORD0015694,SKU002502,1,494.04,0.0
OI00064529,ORD0064992,SKU001682,4,634.42,260.28
OI00064530,ORD0099754,SKU001168,3,1004.49,152.58
OI00064531,ORD0017387,SKU006667,4,1024.48,207.49
OI00064532,ORD0092945,SKU001382,3,3835.34,582.58
OI00064533,ORD0111411,SKU012304,5,1347.11,1418.01
OI00064534,ORD0000192,SKU006774,2,417.92,0.0
OI00064535,ORD0047019,SKU004564,1,1425.67,0.0
OI00064536,ORD0004519,SKU005553,4,1422.78,0.0
OI00064537,ORD0069171,SKU000137,5,1306.36,2903.02
OI00064538,ORD0071678,SKU001732,2,1336.49,1187.99
OI00064539,ORD0018519,SKU011034,2,200.92,84.6
OI00064540,ORD0020391,SKU006630,1,600.75,0.0
OI00064541,ORD0104752,SKU010981,2,482.15,0.0
OI00064542,ORD0012046,SKU004882,3,902.66,277.74
OI00064543,ORD0117399,SKU007447,1,1616.22,0.0
OI00064544,ORD0054258,SKU006513,3,769.44,116.88
OI00064545,ORD0056989,SKU007084,2,289.02,0.0
OI00064546,ORD0072962,SKU005121,3,319.56,201.83
OI00064547,ORD0045007,SKU006172,1,654.09,0.0
OI00064548,ORD0020606,SKU009335,5,1541.17,2499.2
OI00064549,ORD0102618,SKU000566,1,487.41,158.08
OI00064550,ORD0041193,SKU003041,5,1080.33,1137.19
OI00064551,ORD0110805,SKU011673,2,361.01,0.0
OI00064552,ORD0077510,SKU000488,4,167.48,33.92
OI00064553,ORD0111273,SKU008684,4,489.92,305.41
OI00064554,ORD0035545,SKU006594,5,94.19,48.31
OI00064555,ORD0073832,SKU006103,1,2981.07,0.0
OI00064556,ORD0088088,SKU004165,2,452.17,0.0
OI00064557,ORD0080572,SKU000590,1,1123.93,0.0
OI00064558,ORD0081811,SKU005662,1,1892.45,0.0
OI00064559,ORD0018099,SKU009007,2,118.99,37.09
OI00064560,ORD0024821,SKU002369,5,647.74,0.0
OI00064561,ORD0080459,SKU006067,1,158.18,16.22
OI00064562,ORD0064321,SKU005815,1,473.94,48.61
OI00064563,ORD0092235,SKU004641,1,379.34,0.0
OI00064564,ORD0005847,SKU008327,2,3281.43,332.3
OI00064565,ORD0044778,SKU009007,2,118.99,37.09
OI00064566,ORD0075248,SKU011127,2,2654.0,1117.47
OI00064567,ORD0086519,SKU000052,4,421.34,0.0
OI00064568,ORD0062291,SKU008817,1,271.03,27.8
OI00064569,ORD0111514,SKU001656,2,514.62,0.0
OI00064570,ORD0039576,SKU005823,2,671.49,68.0
OI00064571,ORD0086686,SKU001887,2,434.9,44.04
OI00064572,ORD0104863,SKU000701,5,224.89,236.73
OI00064573,ORD0114027,SKU002722,4,423.79,173.86
OI00064574,ORD0021343,SKU005568,2,1265.85,1125.2
OI00064575,ORD0045244,SKU008561,2,487.95,100.09
OI00064576,ORD0059035,SKU006435,1,750.5,38.0
OI00064577,ORD0093561,SKU009915,1,327.57,106.24
OI00064578,ORD0005843,SKU001382,4,3883.89,0.0
OI00064579,ORD0011263,SKU004484,1,413.14,0.0
OI00064580,ORD0014241,SKU009718,2,1463.58,300.22
OI00064581,ORD0106078,SKU011244,1,275.94,43.0
OI00064582,ORD0067178,SKU006495,2,129.25,40.29
OI00064583,ORD0026342,SKU008609,3,896.44,419.12
OI00064584,ORD0119124,SKU000644,1,295.29,62.17
OI00064585,ORD0018177,SKU000049,1,245.27,0.0
OI00064586,ORD0076587,SKU001514,5,767.32,1244.31
OI00064587,ORD0072937,SKU010584,1,424.91,21.51
OI00064588,ORD0094042,SKU010473,1,745.58,37.75
OI00064589,ORD0029970,SKU005773,5,2322.1,0.0
OI00064590,ORD0080890,SKU011912,5,477.89,372.38
OI00064591,ORD0028522,SKU000849,3,1147.93,0.0
OI00064592,ORD0014665,SKU008819,3,370.72,0.0
OI00064593,ORD0051298,SKU004999,4,2960.28,0.0
OI00064594,ORD0056569,SKU010005,3,1359.53,206.51
OI00064595,ORD0057955,SKU004272,4,1586.35,0.0
OI00064596,ORD0078024,SKU008452,1,107.41,22.61
OI00064597,ORD0087319,SKU006782,1,845.88,0.0
OI00064598,ORD0007758,SKU003721,5,600.26,0.0
OI00064599,ORD0098878,SKU005391,5,992.61,0.0
OI00064600,ORD0095909,SKU011022,5,277.71,617.14
OI00064601,ORD0066210,SKU006024,1,822.24,0.0
OI00064602,ORD0065743,SKU008499,3,314.16,146.88
OI00064603,ORD0004521,SKU005244,5,986.59,0.0
OI00064604,ORD0115726,SKU002551,4,812.18,333.2
OI00064605,ORD0062492,SKU002213,1,704.49,228.48
OI00064606,ORD0084492,SKU006185,3,318.34,148.83
OI00064607,ORD0031398,SKU008758,1,141.89,0.0
OI00064608,ORD0075080,SKU008885,3,194.48,0.0
OI00064609,ORD0108768,SKU008298,2,2002.75,0.0
OI00064610,ORD0067196,SKU008461,4,629.84,530.39
OI00064611,ORD0003850,SKU006800,2,1475.02,1311.13
OI00064612,ORD0064138,SKU004756,1,170.72,0.0
OI00064613,ORD0027783,SKU003587,5,333.05,0.0
OI00064614,ORD0115097,SKU004045,4,101.44,0.0
OI00064615,ORD0014750,SKU003198,1,534.13,112.45
OI00064616,ORD0034082,SKU010957,1,1122.02,56.81
OI00064617,ORD0051178,SKU009995,1,1251.68,63.38
OI00064618,ORD0001735,SKU010034,3,1460.85,0.0
OI00064619,ORD0011911,SKU003607,1,298.96,0.0
OI00064620,ORD0105549,SKU001690,1,707.86,149.02
OI00064621,ORD0008908,SKU004934,1,680.71,69.82
OI00064622,ORD0047117,SKU005003,1,1574.9,0.0
OI00064623,ORD0005847,SKU010626,4,334.17,208.31
OI00064624,ORD0005492,SKU011612,3,2094.19,2037.59
OI00064625,ORD0059791,SKU003699,1,186.09,82.71
OI00064626,ORD0035045,SKU010897,5,2287.64,2408.04
OI00064627,ORD0092509,SKU008997,5,945.82,995.6
OI00064628,ORD0065740,SKU004561,5,346.25,0.0
OI00064629,ORD0083565,SKU003208,1,674.45,69.17
OI00064630,ORD0008802,SKU001335,2,1160.82,117.55
OI00064631,ORD0030129,SKU001706,1,1199.23,0.0
OI00064632,ORD0035419,SKU011694,2,160.52,0.0
OI00064633,ORD0091532,SKU000089,4,945.22,1680.4
OI00064634,ORD0080634,SKU005686,3,1144.32,0.0
OI00064635,ORD0026518,SKU000800,1,983.58,0.0
OI00064636,ORD0083572,SKU012037,1,285.86,60.18
OI00064637,ORD0101435,SKU006640,2,1884.2,0.0
OI00064638,ORD0076964,SKU002032,3,770.7,0.0
OI00064639,ORD0020300,SKU010163,2,1166.44,0.0
OI00064640,ORD0024577,SKU001375,5,162.92,0.0
OI00064641,ORD0050923,SKU000049,1,245.27,0.0
OI00064642,ORD0082311,SKU003509,1,609.19,30.84
OI00064643,ORD0018833,SKU001886,2,425.98,0.0
OI00064644,ORD0082232,SKU007860,1,877.1,184.65
OI00064645,ORD0091848,SKU008448,5,2042.45,0.0
OI00064646,ORD0088435,SKU008934,1,326.16,105.78
OI00064647,ORD0063087,SKU010855,1,1519.82,0.0
OI00064648,ORD0090093,SKU008130,2,117.32,49.4
OI00064649,ORD0027291,SKU002502,3,481.69,148.21
OI00064650,ORD0007461,SKU000236,1,1645.64,83.32
OI00064651,ORD0012952,SKU001357,1,274.25,0.0
OI00064652,ORD0081201,SKU006969,4,326.13,579.79
OI00064653,ORD0048409,SKU009452,1,1137.63,57.6
OI00064654,ORD0015874,SKU009234,2,746.16,484.0
OI00064655,ORD0068462,SKU001943,2,40.25,4.08
OI00064656,ORD0018904,SKU009571,3,1288.96,396.6
OI00064657,ORD0033859,SKU008817,1,250.18,111.19
OI00064658,ORD0112302,SKU008747,3,481.72,468.7
OI00064659,ORD0065573,SKU003886,1,738.02,75.69
OI00064660,ORD0010507,SKU011535,2,90.92,38.28
OI00064661,ORD0043309,SKU011250,2,396.98,81.43
OI00064662,ORD0012171,SKU009803,3,3011.14,0.0
OI00064663,ORD0097278,SKU008629,5,361.43,91.5
OI00064664,ORD0117432,SKU010958,1,91.35,4.63
OI00064665,ORD0104258,SKU006624,2,878.86,0.0
OI00064666,ORD0023177,SKU010103,5,1490.44,0.0
OI00064667,ORD0031284,SKU006915,4,1053.93,213.45
OI00064668,ORD0116143,SKU001458,1,660.06,33.42
OI00064669,ORD0081229,SKU006283,1,530.52,0.0
OI00064670,ORD0081921,SKU003147,2,546.96,0.0
OI00064671,ORD0114508,SKU005686,4,1130.02,228.86
OI00064672,ORD0111421,SKU009672,5,6965.75,0.0
OI00064673,ORD0113307,SKU002352,1,311.18,31.92
OI00064674,ORD0114634,SKU007932,3,3167.34,0.0
OI00064675,ORD0011553,SKU008588,1,533.17,112.25
OI00064676,ORD0114369,SKU002535,2,1810.38,0.0
OI00064677,ORD0078239,SKU003621,1,1732.52,770.01
OI00064678,ORD0090577,SKU006971,3,256.69,38.99
OI00064679,ORD0016721,SKU000247,1,1396.99,0.0
OI00064680,ORD0102300,SKU011693,1,1073.43,0.0
OI00064681,ORD0052207,SKU001201,2,299.68,0.0
OI00064682,ORD0083743,SKU002645,2,561.4,0.0
OI00064683,ORD0009029,SKU000923,5,982.05,0.0
OI00064684,ORD0068917,SKU010215,5,1546.22,2507.38
OI00064685,ORD0024923,SKU007152,5,1349.33,2188.09
OI00064686,ORD0020865,SKU009381,5,635.91,495.52
OI00064687,ORD0002552,SKU000166,4,493.16,202.32
OI00064688,ORD0094155,SKU003753,3,896.29,0.0
OI00064689,ORD0068349,SKU006940,2,492.27,100.98
OI00064690,ORD0082428,SKU012050,4,394.42,79.88
OI00064691,ORD0074859,SKU010217,1,656.16,212.81
OI00064692,ORD0102079,SKU003258,1,500.54,51.34
OI00064693,ORD0073636,SKU007641,1,401.94,84.62
OI00064694,ORD0085447,SKU002384,1,966.93,0.0
OI00064695,ORD0034230,SKU010761,4,958.39,194.1
OI00064696,ORD0081696,SKU005497,1,2200.79,0.0
OI00064697,ORD0020376,SKU000840,1,1627.23,166.9
OI00064698,ORD0033538,SKU002125,-1,2817.26,142.65
OI00064699,ORD0105978,SKU012407,3,1833.61,2444.81
OI00064700,ORD0118998,SKU004807,4,435.88,565.46
OI00064701,ORD0079390,SKU009871,2,1047.41,0.0
OI00064702,ORD0039242,SKU011829,1,609.24,128.26
OI00064703,ORD0022969,SKU002775,4,584.83,0.0
OI00064704,ORD0002807,SKU008427,3,947.47,598.4
OI00064705,ORD0009409,SKU000113,3,258.63,344.84
OI00064706,ORD0039785,SKU003485,1,497.3,0.0
OI00064707,ORD0071408,SKU002590,5,1974.17,0.0
OI00064708,ORD0062124,SKU001329,1,916.05,192.85
OI00064709,ORD0054408,SKU011880,2,821.52,0.0
OI00064710,ORD0107080,SKU000730,2,1048.82,106.21
OI00064711,ORD0059185,SKU000100,5,404.57,0.0
OI00064712,ORD0104249,SKU004000,1,950.32,0.0
OI00064713,ORD0007678,SKU002964,1,364.06,0.0
OI00064714,ORD0040153,SKU003333,2,197.08,0.0
OI00064715,ORD0022864,SKU008115,3,1130.24,0.0
OI00064716,ORD0067254,SKU010197,1,5236.67,0.0
OI00064717,ORD0074750,SKU001958,5,337.66,263.12
OI00064718,ORD0116758,SKU009272,3,562.86,0.0
OI00064719,ORD0099003,SKU011099,2,227.2,70.82
OI00064720,ORD0034735,SKU006995,3,605.68,283.18
OI00064721,ORD0071589,SKU009734,1,715.2,150.57
OI00064722,ORD0095303,SKU001615,3,1129.2,347.45
OI00064723,ORD0048005,SKU011339,2,876.51,568.55
OI00064724,ORD0099790,SKU005779,4,858.81,723.21
OI00064725,ORD0021592,SKU011245,1,269.36,0.0
OI00064726,ORD0069252,SKU011215,1,625.93,0.0
OI00064727,ORD0039324,SKU004444,3,497.86,0.0
OI00064728,ORD0080410,SKU001296,2,1094.43,341.12
OI00064729,ORD0046105,SKU004422,3,1390.44,211.21
OI00064730,ORD0069507,SKU007190,1,627.44,64.35
OI00064731,ORD0005672,SKU004527,3,689.54,322.38
OI00064732,ORD0053527,SKU006927,1,197.33,87.7
OI00064733,ORD0114376,SKU010944,1,335.2,0.0
OI00064734,ORD0033683,SKU005491,3,1079.7,0.0
OI00064735,ORD0070485,SKU010536,3,286.5,43.52
OI00064736,ORD0066790,SKU010489,3,957.4,0.0
OI00064737,ORD0084439,SKU007046,5,181.95,0.0
OI00064738,ORD0079662,SKU011026,2,691.32,141.81
OI00064739,ORD0085463,SKU007175,4,131.3,110.57
OI00064740,ORD0064124,SKU007844,2,1528.53,0.0
OI00064741,ORD0012770,SKU000503,1,743.16,115.82
OI00064742,ORD0039987,SKU005151,5,1400.13,718.02
OI00064743,ORD0080813,SKU007386,2,391.83,348.3
OI00064744,ORD0045152,SKU004717,4,518.05,0.0
OI00064745,ORD0088733,SKU006920,4,1902.31,0.0
OI00064746,ORD0069539,SKU006334,3,1784.52,1127.06
OI00064747,ORD0033372,SKU006109,2,246.67,50.6
OI00064748,ORD0030480,SKU006362,4,791.23,1406.62
OI00064749,ORD0033404,SKU007922,1,150.97,0.0
OI00064750,ORD0026236,SKU002843,3,311.54,0.0
OI00064751,ORD0046087,SKU002733,1,165.97,0.0
OI00064752,ORD0000667,SKU003934,5,264.74,67.02
OI00064753,ORD0060546,SKU009136,1,991.27,208.69
OI00064754,ORD0100961,SKU005959,4,3120.31,0.0
OI00064755,ORD0049584,SKU000869,3,289.76,183.01
OI00064756,ORD0011034,SKU007439,4,347.55,142.58
OI00064757,ORD0088158,SKU002536,3,1587.55,1544.64
OI00064758,ORD0019891,SKU001547,1,4611.5,472.97
OI00064759,ORD0050856,SKU003762,2,643.6,0.0
OI00064760,ORD0098908,SKU011335,1,1549.09,0.0
OI00064761,ORD0029930,SKU005439,1,711.72,0.0
OI00064762,ORD0116431,SKU010292,4,950.57,192.52
OI00064763,ORD0026747,SKU008140,1,1302.49,133.59
OI00064764,ORD0088227,SKU008210,3,259.64,79.89
OI00064765,ORD0043906,SKU002354,1,2533.6,128.28
OI00064766,ORD0046851,SKU001051,5,1070.27,270.96
OI00064767,ORD0028269,SKU002560,1,669.35,0.0
OI00064768,ORD0082122,SKU003952,1,738.38,37.39
OI00064769,ORD0008285,SKU009806,4,631.94,0.0
